chromosome_name	start_position	end_position	gene_biotype	hgnc_symbol	hgnc_id	entrezgene_id	ensembl_gene_id	strand	external_gene_name
1	221133865	221134221	processed_pseudogene			NA	ENSG00000226211	-1	
5	161547063	161702593	protein_coding	GABRA6	HGNC:4080	2559	ENSG00000145863	1	GABRA6
1	223538007	223665723	protein_coding	CAPN8	HGNC:1485	388743	ENSG00000203697	-1	CAPN8
HSCHR17_2_CTG2	42766	231794	protein_coding	ABR	HGNC:81	29	ENSG00000278741	-1	ABR
HSCHR14_8_CTG1	70649	71875	processed_pseudogene	EIF2S2P1	HGNC:20009	NA	ENSG00000284819	1	EIF2S2P1
14	34981957	35029686	protein_coding	SRP54	HGNC:11301	6729	ENSG00000100883	1	SRP54
10	133371556	133371663	miRNA	MIR3944	HGNC:38898	100500911	ENSG00000265395	-1	MIR3944
HSCHR17_3_CTG2	36364	42918	protein_coding	TIMM22	HGNC:17317	29928	ENSG00000278501	1	TIMM22
10	133379261	133391694	protein_coding	PAOX	HGNC:20837	196743	ENSG00000148832	1	PAOX
11	66002228	66004149	protein_coding	BANF1	HGNC:17397	8815	ENSG00000175334	1	BANF1
7	150716606	150724284	protein_coding	GIMAP1	HGNC:23237	170575	ENSG00000213203	1	GIMAP1
HSCHR14_8_CTG1	97965	98101	processed_pseudogene			NA	ENSG00000285008	1	
19	4324043	4342786	protein_coding	STAP2	HGNC:30430	55620	ENSG00000178078	-1	STAP2
12	57415296	57415403	snRNA	RNU6-879P	HGNC:47842	NA	ENSG00000201198	1	RNU6-879P
12	57434784	57452062	protein_coding	INHBC	HGNC:6068	3626	ENSG00000175189	1	INHBC
HSCHR17_3_CTG2	17546	19017	protein_coding	NXN	HGNC:18008	64359	ENSG00000281300	-1	NXN
7	150716668	150743646	protein_coding	GIMAP1-GIMAP5	HGNC:51257	100527949	ENSG00000281887	1	GIMAP1-GIMAP5
7	150746893	150747728	processed_pseudogene	GIMAP3P	HGNC:30975	NA	ENSG00000177590	-1	GIMAP3P
HSCHR17_3_CTG2	141024	141290	misc_RNA			NA	ENSG00000275991	-1	Metazoa_SRP
8	140039756	140041037	processed_pseudogene			NA	ENSG00000274064	1	
17	75679474	75679967	lncRNA			NA	ENSG00000264829	-1	
7	150749736	150750094	processed_pseudogene	BET1P1	HGNC:51363	NA	ENSG00000241134	1	BET1P1
17	75683543	75684799	lncRNA	SAP30BP-AS1	HGNC:56751	128667226	ENSG00000264270	-1	SAP30BP-AS1
8	140505813	140508043	lncRNA			NA	ENSG00000259891	-1	
HSCHR17_1_CTG5	87453	87998	lncRNA			NA	ENSG00000281898	1	
8	140511311	140517154	protein_coding	CHRAC1	HGNC:13544	54108	ENSG00000104472	1	CHRAC1
7	150800403	150805118	protein_coding	TMEM176A	HGNC:24930	55365	ENSG00000002933	1	TMEM176A
HSCHR17_1_CTG5	84423	124856	protein_coding	ARHGAP27	HGNC:31813	201176	ENSG00000276836	-1	ARHGAP27
12	57459785	57472268	protein_coding	GLI1	HGNC:4317	2735	ENSG00000111087	1	GLI1
17	75776434	75785893	protein_coding	H3-3B	HGNC:4765	3021	ENSG00000132475	-1	H3-3B
9	133224905	133228591	unprocessed_pseudogene	LCN1P1	HGNC:23412	NA	ENSG00000119440	-1	LCN1P1
9	133233278	133276024	protein_coding	ABO	HGNC:79	28	ENSG00000175164	-1	ABO
6	31588895	31593006	protein_coding	NCR3	HGNC:19077	259197	ENSG00000204475	-1	NCR3
5	161687347	161689408	lncRNA	GABRA6-AS1	HGNC:40248	132532400	ENSG00000253403	-1	GABRA6-AS1
5	161751448	161751768	processed_pseudogene	GLRXP3	HGNC:34049	NA	ENSG00000118990	-1	GLRXP3
5	122154496	122156015	lncRNA	ZNF474-AS1	HGNC:41019	NA	ENSG00000249610	-1	ZNF474-AS1
5	122311297	122311673	lncRNA			NA	ENSG00000272139	-1	
11	66012008	66013505	protein_coding	CST6	HGNC:2478	1474	ENSG00000175315	1	CST6
8	108162787	108443496	protein_coding	EIF3E	HGNC:3277	3646	ENSG00000104408	-1	EIF3E
5	122369762	122383568	lncRNA			NA	ENSG00000249916	-1	
5	122373512	122374481	unitary_pseudogene			NA	ENSG00000287794	1	
5	122311354	122464219	protein_coding	SNCAIP	HGNC:11139	9627	ENSG00000064692	1	SNCAIP
11	66016752	66026479	protein_coding	CATSPER1	HGNC:17116	117144	ENSG00000175294	-1	CATSPER1
1	228735479	228746664	protein_coding	RHOU	HGNC:17794	58480	ENSG00000116574	1	RHOU
3	134774543	134796493	lncRNA			NA	ENSG00000286982	-1	
3	134780527	134780627	snRNA	RNU6-1174P	HGNC:48137	NA	ENSG00000253087	-1	RNU6-1174P
3	134783436	134783555	rRNA_pseudogene	RNA5SP141	HGNC:43041	NA	ENSG00000201413	-1	RNA5SP141
3	10057973	10058287	processed_pseudogene	CYCSP11	HGNC:24385	NA	ENSG00000229217	-1	CYCSP11
3	10081317	10108255	protein_coding	FANCD2OS	HGNC:28623	115795	ENSG00000163705	-1	FANCD2OS
1	163111121	163321791	protein_coding	RGS5	HGNC:10001	8490	ENSG00000143248	-1	RGS5
X	23782210	23782310	misc_RNA			NA	ENSG00000202272	1	Y_RNA
X	23833353	23907938	protein_coding	APOO	HGNC:28727	79135	ENSG00000184831	-1	APOO
6	31615217	31617021	protein_coding	AIF1	HGNC:352	199	ENSG00000204472	1	AIF1
17	75784521	75784607	miRNA	MIR4738	HGNC:41679	100616282	ENSG00000283853	-1	MIR4738
3	10115675	10127190	protein_coding	BRK1	HGNC:23057	55845	ENSG00000254999	1	BRK1
11	66040765	66049161	protein_coding	GAL3ST3	HGNC:24144	89792	ENSG00000175229	-1	GAL3ST3
17	75784806	75825799	protein_coding	UNK	HGNC:29369	85451	ENSG00000132478	1	UNK
3	10164919	10243745	protein_coding	IRAK2	HGNC:6113	3656	ENSG00000134070	1	IRAK2
11	66043298	66044381	lncRNA			NA	ENSG00000286459	1	
11	66050729	66069308	protein_coding	SF3B2	HGNC:10769	10992	ENSG00000087365	1	SF3B2
7	116873454	116876376	processed_pseudogene			NA	ENSG00000235945	-1	
10	49454168	49539538	protein_coding	ERCC6	HGNC:3438	2074	ENSG00000225830	-1	ERCC6
12	57472264	57488814	protein_coding	ARHGAP9	HGNC:14130	64333	ENSG00000123329	-1	ARHGAP9
7	116909877	116909964	misc_RNA			NA	ENSG00000252115	-1	Y_RNA
7	116944286	116944414	rRNA_pseudogene	RNA5SP239	HGNC:43139	NA	ENSG00000222150	-1	RNA5SP239
7	116952446	116954334	lncRNA	ST7-AS1	HGNC:16000	93653	ENSG00000227199	-1	ST7-AS1
7	116952698	116952813	misc_RNA			NA	ENSG00000275359	1	
X	23836742	23837321	processed_pseudogene	RPL9P7	HGNC:30335	NA	ENSG00000238103	-1	RPL9P7
7	116953214	116953324	misc_RNA			NA	ENSG00000277583	1	
X	23908006	23939509	protein_coding	CXorf58	HGNC:26356	254158	ENSG00000165182	1	CXorf58
7	116953899	117098806	lncRNA	ST7-OT4	HGNC:18835	338069	ENSG00000214188	1	ST7-OT4
3	10249372	10285796	protein_coding			NA	ENSG00000272410	1	
19	49869033	49878459	protein_coding	AKT1S1	HGNC:28426	84335	ENSG00000204673	-1	AKT1S1
HSCHR15_1_CTG1	140377	140836	processed_pseudogene			NA	ENSG00000281153	1	
HSCHR15_1_CTG1	51545	53093	processed_pseudogene			NA	ENSG00000274240	-1	
HSCHR15_1_CTG1	310634	418371	lncRNA	LINC02203	HGNC:53069	727924	ENSG00000280555	1	LINC02203
9	133302470	133302563	misc_RNA			NA	ENSG00000201843	1	Y_RNA
9	133317794	133318469	unprocessed_pseudogene	LCN1P2	HGNC:23680	NA	ENSG00000204031	1	LCN1P2
9	133328776	133336188	protein_coding	SURF6	HGNC:11478	6838	ENSG00000148296	-1	SURF6
3	10284419	10285746	lncRNA	LINC00852	HGNC:29904	84657	ENSG00000231177	1	LINC00852
7	116954391	117119719	protein_coding			NA	ENSG00000288635	1	
3	10285666	10292947	protein_coding	GHRL	HGNC:18129	51738	ENSG00000157017	-1	GHRL
7	116954480	116954679	misc_RNA			NA	ENSG00000273596	1	
17	75818815	75820055	lncRNA			NA	ENSG00000266980	-1	
7	116954983	116955154	misc_RNA			NA	ENSG00000273571	1	
7	116956431	116956723	misc_RNA			NA	ENSG00000276100	1	
7	116959593	116959805	misc_RNA			NA	ENSG00000274606	1	
HSCHR15_1_CTG1	292302	293181	unprocessed_pseudogene			NA	ENSG00000281622	1	
7	116965846	116967472	lncRNA			NA	ENSG00000228368	-1	
HSCHR15_1_CTG1	102515	103052	processed_pseudogene	LONRF2P4	HGNC:54500	NA	ENSG00000281208	-1	LONRF2P4
HSCHR15_1_CTG1	448034	448958	unprocessed_pseudogene			NA	ENSG00000274846	1	
7	116972165	116972911	processed_pseudogene	TPM3P1	HGNC:16350	NA	ENSG00000213050	-1	TPM3P1
HSCHR15_1_CTG1	416938	418134	protein_coding			124905359	ENSG00000278178	1	
17	75845699	75856507	protein_coding	WBP2	HGNC:12738	23558	ENSG00000132471	-1	WBP2
HSCHR15_1_CTG1	86402	101847	lncRNA			NA	ENSG00000281507	-1	
7	117020211	117020319	miRNA	MIR6132	HGNC:50272	102466616	ENSG00000283923	1	MIR6132
HSCHR15_1_CTG1	474645	475266	processed_pseudogene			102724737	ENSG00000280463	-1	
7	117072072	117146480	lncRNA	ST7-AS2	HGNC:16044	93654	ENSG00000226367	-1	ST7-AS2
HSCHR15_1_CTG1	126428	128627	lncRNA			NA	ENSG00000281803	1	
HSCHR15_1_CTG1	403073	404156	protein_coding	OR4M2B	HGNC:55109	118568804	ENSG00000278776	1	OR4M2B
X	154778684	154821007	protein_coding	MPP1	HGNC:7219	4354	ENSG00000130830	-1	MPP1
10	49551308	49552652	processed_pseudogene	HMGB1P50	HGNC:52368	NA	ENSG00000271237	1	HMGB1P50
HSCHR15_1_CTG1	141815	142058	processed_pseudogene	GRAMD4P6	HGNC:49141	NA	ENSG00000281718	1	GRAMD4P6
1	217631324	217871696	protein_coding	SPATA17	HGNC:25184	128153	ENSG00000162814	1	SPATA17
9	133337728	133337824	misc_RNA			NA	ENSG00000201451	-1	Y_RNA
9	133338312	133348131	protein_coding	MED22	HGNC:11477	6837	ENSG00000148297	-1	MED22
7	117091678	117097262	lncRNA			NA	ENSG00000287829	-1	
7	117117912	117117983	misc_RNA			NA	ENSG00000274344	1	
HSCHR15_1_CTG1	8090	18057	unprocessed_pseudogene	NBEAP4	HGNC:40009	NA	ENSG00000281804	-1	NBEAP4
10	49609095	49667942	protein_coding	CHAT	HGNC:1912	1103	ENSG00000070748	1	CHAT
7	117184126	117184199	misc_RNA			NA	ENSG00000275054	1	
7	117187548	117187740	processed_pseudogene			NA	ENSG00000227532	-1	
7	117190133	117190269	misc_RNA			NA	ENSG00000278526	1	
7	117191647	117191761	misc_RNA			NA	ENSG00000278482	1	
7	117262918	117264888	processed_pseudogene			NA	ENSG00000230785	-1	
HSCHR15_1_CTG1	100137	101924	lncRNA			NA	ENSG00000281263	1	
6	31623079	31623210	snoRNA	SNORA38	HGNC:32631	677820	ENSG00000200816	1	SNORA38
6	31633787	31633858	miRNA	MIR6832	HGNC:50140	102466745	ENSG00000274494	1	MIR6832
6	31652416	31658210	protein_coding	APOM	HGNC:13916	55937	ENSG00000204444	1	APOM
HSCHR15_1_CTG1	166190	198391	protein_coding	POTEB3	HGNC:51240	102724631	ENSG00000278699	-1	POTEB3
7	117263917	117264388	processed_pseudogene	MTND4P6	HGNC:42193	NA	ENSG00000224042	1	MTND4P6
7	117264393	117264530	processed_pseudogene	MTCYBP6	HGNC:51974	NA	ENSG00000230605	-1	MTCYBP6
7	140609847	140609955	misc_RNA			NA	ENSG00000201354	1	Y_RNA
7	140645829	140646126	misc_RNA	RN7SL771P	HGNC:46787	NA	ENSG00000240173	1	RN7SL771P
7	140672945	140696261	protein_coding	ADCK2	HGNC:19039	90956	ENSG00000133597	1	ADCK2
1	198973379	198985506	lncRNA			NA	ENSG00000225172	1	
1	191151510	191154634	lncRNA			NA	ENSG00000261642	1	
1	157232231	157237136	lncRNA			NA	ENSG00000228239	-1	
1	188705623	188732208	lncRNA			NA	ENSG00000237283	-1	
1	170662728	170739421	protein_coding	PRRX1	HGNC:9142	5396	ENSG00000116132	1	PRRX1
19	10922185	10928681	protein_coding	YIPF2	HGNC:28476	78992	ENSG00000130733	-1	YIPF2
6	31658298	31660778	protein_coding	C6orf47	HGNC:19076	57827	ENSG00000204439	-1	C6orf47
6	31658329	31660721	lncRNA	C6orf47-AS1	HGNC:39767	NA	ENSG00000227198	1	C6orf47-AS1
6	31661228	31666283	protein_coding	GPANK1	HGNC:13920	7918	ENSG00000204438	-1	GPANK1
18	76800664	76800774	snRNA	RNU6-346P	HGNC:47309	NA	ENSG00000252097	-1	RNU6-346P
HSCHR17_1_CTG5	561512	758707	protein_coding	KANSL1	HGNC:24565	284058	ENSG00000275867	1	KANSL1
HSCHR15_1_CTG1	272030	324899	lncRNA			NA	ENSG00000281604	1	
HSCHR15_1_CTG1	56126	83263	lncRNA			NA	ENSG00000281836	-1	
HSCHR15_1_CTG1	65641	65747	snRNA			124900632	ENSG00000275809	1	U6
HSCHR15_1_CTG1	65641	65747	snRNA			124905519	ENSG00000275809	1	U6
HSCHR15_1_CTG1	186840	186946	snRNA			124900632	ENSG00000273624	-1	U6
HSCHR15_1_CTG1	186840	186946	snRNA			124905519	ENSG00000273624	-1	U6
HSCHR15_1_CTG1	257928	267301	transcribed_unprocessed_pseudogene	NF1P9	HGNC:51736	NA	ENSG00000281688	-1	NF1P9
HSCHR15_1_CTG1	248281	260874	lncRNA			440225	ENSG00000290539	-1	NF1P2
HSCHR15_1_CTG1	130798	131886	transcribed_processed_pseudogene	CXADRP2	HGNC:33973	NA	ENSG00000274439	-1	CXADRP2
HSCHR15_1_CTG1	130592	145190	lncRNA			NA	ENSG00000293031	-1	
18	76822557	76972901	protein_coding	ZNF236	HGNC:13028	7776	ENSG00000130856	1	ZNF236
7	140690777	140722790	protein_coding	NDUFB2	HGNC:7697	4708	ENSG00000090266	1	NDUFB2
14	106421711	106422218	IG_V_gene	IGHV4-39	HGNC:5651	NA	ENSG00000211959	-1	IGHV4-39
14	106425359	106425654	IG_V_pseudogene	IGHV7-40	HGNC:5666	NA	ENSG00000253467	-1	IGHV7-40
14	106436415	106436555	unprocessed_pseudogene			NA	ENSG00000228757	-1	
14	106440950	106441007	IG_V_pseudogene	IGHVII-40-1	HGNC:5679	NA	ENSG00000253294	-1	IGHVII-40-1
14	106443133	106443583	IG_V_pseudogene	IGHV3-41	HGNC:5602	NA	ENSG00000278473	-1	IGHV3-41
14	106460092	106461055	processed_pseudogene	HOMER2P1	HGNC:20336	NA	ENSG00000228966	-1	HOMER2P1
14	106463256	106463691	IG_V_pseudogene	IGHV3-42	HGNC:5603	NA	ENSG00000254228	-1	IGHV3-42
14	106470264	106470800	IG_V_gene	IGHV3-43	HGNC:5604	NA	ENSG00000232216	-1	IGHV3-43
1	215886582	215901464	lncRNA			NA	ENSG00000229242	1	
14	106472791	106473000	IG_V_pseudogene	IGHVII-43-1	HGNC:5680	NA	ENSG00000283195	-1	IGHVII-43-1
14	106478006	106478393	IG_V_pseudogene	IGHVIII-44	HGNC:5700	NA	ENSG00000283562	-1	IGHVIII-44
1	166665885	166682196	unprocessed_pseudogene	FMO10P	HGNC:32211	NA	ENSG00000234984	1	FMO10P
14	106481424	106481706	IG_V_pseudogene			NA	ENSG00000283464	-1	
14	106482435	106521073	lncRNA	LINC00221	HGNC:20169	338005	ENSG00000270816	1	LINC00221
1	212168207	212190259	lncRNA			NA	ENSG00000229983	1	
1	163422405	163423164	unprocessed_pseudogene			NA	ENSG00000225122	-1	
1	219199914	219200567	processed_pseudogene	RIMKLBP2	HGNC:39163	NA	ENSG00000225920	-1	RIMKLBP2
1	212035553	212107400	protein_coding	DTL	HGNC:30288	51514	ENSG00000143476	1	DTL
3	10285754	10294903	lncRNA	GHRLOS	HGNC:33885	100126793	ENSG00000240288	1	GHRLOS
14	106489345	106489756	IG_V_pseudogene	IGHVIV-44-1	HGNC:5710	NA	ENSG00000253465	-1	IGHVIV-44-1
14	106494134	106494383	IG_V_pseudogene	IGHVII-44-2	HGNC:5681	NA	ENSG00000253895	-1	IGHVII-44-2
14	106506996	106507491	IG_V_gene	IGHV1-45	HGNC:5553	NA	ENSG00000211961	-1	IGHV1-45
14	106511117	106511856	IG_V_gene	IGHV1-46	HGNC:5554	NA	ENSG00000211962	-1	IGHV1-46
9	133338990	133339465	processed_pseudogene	RPL21P81	HGNC:35530	NA	ENSG00000230064	1	RPL21P81
9	133348218	133351426	protein_coding	RPL7A	HGNC:10364	6130	ENSG00000148303	1	RPL7A
14	106515818	106515854	IG_V_pseudogene	IGHVII-46-1	HGNC:5682	NA	ENSG00000253808	-1	IGHVII-46-1
14	106518582	106519027	IG_V_pseudogene	IGHV3-47	HGNC:5605	NA	ENSG00000229092	-1	IGHV3-47
14	106531141	106531471	IG_V_pseudogene	IGHVIII-47-1	HGNC:5701	NA	ENSG00000253862	-1	IGHVIII-47-1
3	10287413	10287482	misc_RNA			NA	ENSG00000276678	1	
14	106537810	106538344	IG_V_gene	IGHV3-48	HGNC:5606	NA	ENSG00000211964	-1	IGHV3-48
6	31663288	31663401	misc_RNA			NA	ENSG00000201207	1	Y_RNA
14	106556936	106557477	IG_V_gene	IGHV3-49	HGNC:5607	NA	ENSG00000211965	-1	IGHV3-49
3	10293131	10321112	protein_coding	SEC13	HGNC:10697	6396	ENSG00000157020	-1	SEC13
6	31666102	31673546	protein_coding			NA	ENSG00000263020	1	
14	106564375	106564598	IG_V_pseudogene	IGHVII-49-1	HGNC:5683	NA	ENSG00000253386	-1	IGHVII-49-1
14	106566117	106566555	IG_V_pseudogene	IGHV3-50	HGNC:5608	NA	ENSG00000253241	-1	IGHV3-50
14	106578744	106579236	IG_V_gene	IGHV5-51	HGNC:5659	NA	ENSG00000211966	-1	IGHV5-51
14	106584718	106584976	IG_V_pseudogene	IGHVII-51-2	HGNC:5684	NA	ENSG00000253941	-1	IGHVII-51-2
14	106586376	106586826	IG_V_pseudogene	IGHV3-52	HGNC:5609	NA	ENSG00000253545	-1	IGHV3-52
14	106592676	106593347	IG_V_gene	IGHV3-53	HGNC:5610	NA	ENSG00000211967	-1	IGHV3-53
19	41431318	41440717	protein_coding	DMAC2	HGNC:25496	55101	ENSG00000105341	-1	DMAC2
HSCHR17_1_CTG5	590243	593390	lncRNA	KANSL1-AS1	HGNC:43740	644246	ENSG00000281569	-1	KANSL1-AS1
14	106599670	106599924	IG_V_pseudogene	IGHVII-53-1	HGNC:5685	NA	ENSG00000253714	-1	IGHVII-53-1
14	106601346	106601792	IG_V_pseudogene	IGHV3-54	HGNC:5611	NA	ENSG00000275475	-1	IGHV3-54
14	106606101	106606551	IG_V_pseudogene	IGHV4-55	HGNC:5653	NA	ENSG00000254395	-1	IGHV4-55
14	106609762	106610196	IG_V_pseudogene	IGHV7-56	HGNC:5667	NA	ENSG00000253131	-1	IGHV7-56
HSCHR17_1_CTG5	542478	543471	processed_pseudogene			NA	ENSG00000281815	-1	
14	106618894	106619173	IG_V_pseudogene	IGHV3-57	HGNC:5612	NA	ENSG00000253759	-1	IGHV3-57
HSCHR17_1_CTG5	752848	753305	lncRNA			NA	ENSG00000280735	-1	
14	106622357	106622855	IG_V_gene	IGHV1-58	HGNC:5555	NA	ENSG00000211968	-1	IGHV1-58
HSCHR17_1_CTG5	1544936	1548903	lncRNA			NA	ENSG00000281693	-1	
2	208160740	208163589	protein_coding	CRYGA	HGNC:2408	1418	ENSG00000168582	-1	CRYGA
HSCHR17_1_CTG5	413625	459002	protein_coding	LRRC37A	HGNC:29069	9884	ENSG00000278742	-1	LRRC37A
14	106627249	106627825	IG_V_gene	IGHV4-59	HGNC:5654	NA	ENSG00000224373	-1	IGHV4-59
6	31686955	31703356	protein_coding	ABHD16A	HGNC:13921	7920	ENSG00000204427	-1	ABHD16A
17	75874164	75878581	protein_coding	TRIM47	HGNC:19020	91107	ENSG00000132481	-1	TRIM47
14	106631197	106631653	IG_V_pseudogene	IGHV3-60	HGNC:5614	NA	ENSG00000253742	-1	IGHV3-60
14	106583501	106583807	IG_V_gene	IGHV8-51-1	HGNC:5704	NA	ENSG00000254167	-1	IGHV8-51-1
22	19756703	19783593	protein_coding	TBX1	HGNC:11592	6899	ENSG00000184058	1	TBX1
14	75079353	75127344	protein_coding	NEK9	HGNC:18591	91754	ENSG00000119638	-1	NEK9
2	120213344	120213631	processed_pseudogene	MTND4LP14	HGNC:42248	NA	ENSG00000243104	1	MTND4LP14
2	103494241	103495842	processed_pseudogene	CRLF3P1	HGNC:54732	NA	ENSG00000236596	1	CRLF3P1
2	132010195	132017000	lncRNA			NA	ENSG00000287414	1	
20	38581195	38588463	protein_coding	ADIG	HGNC:28606	149685	ENSG00000182035	1	ADIG
2	235084822	235088586	lncRNA			NA	ENSG00000226542	-1	
7	140884072	140884178	snRNA	RNU6-85P	HGNC:47048	NA	ENSG00000271932	1	RNU6-85P
7	140934867	140935010	processed_pseudogene			NA	ENSG00000271611	1	
2	230864639	230879248	protein_coding	ITM2C	HGNC:6175	81618	ENSG00000135916	1	ITM2C
7	141002610	141015228	protein_coding	MRPS33	HGNC:16634	51650	ENSG00000090263	-1	MRPS33
X	154817099	154817401	processed_pseudogene	HMGN1P37	HGNC:39421	NA	ENSG00000229237	-1	HMGN1P37
20	54068408	54068485	miRNA	MIR4756	HGNC:41529	100616225	ENSG00000265595	-1	MIR4756
20	54153446	54173986	protein_coding	CYP24A1	HGNC:2602	1591	ENSG00000019186	-1	CYP24A1
X	154884972	154885558	protein_coding	H2AB1	HGNC:22516	474382	ENSG00000274183	1	H2AB1
X	154886355	154888061	protein_coding	F8A1	HGNC:3547	8263	ENSG00000288722	1	F8A1
X	154897561	154898092	processed_pseudogene			NA	ENSG00000224069	-1	
X	154908885	154919103	unprocessed_pseudogene	EEF1A1P31	HGNC:37908	NA	ENSG00000237859	-1	EEF1A1P31
HSCHR17_2_CTG2	36364	42918	protein_coding	TIMM22	HGNC:17317	29928	ENSG00000277649	1	TIMM22
X	154919578	154920182	processed_pseudogene	ZNF622P1	HGNC:55158	NA	ENSG00000233688	-1	ZNF622P1
17	75876372	75879546	lncRNA			NA	ENSG00000267801	1	
X	102546734	102548213	processed_pseudogene	FOXN3P1	HGNC:43882	NA	ENSG00000176318	-1	FOXN3P1
17	75880335	75896951	protein_coding	TRIM65	HGNC:27316	201292	ENSG00000141569	-1	TRIM65
11	66268590	66277492	protein_coding	RAB1B	HGNC:18370	81876	ENSG00000174903	1	RAB1B
X	102615473	102615820	processed_pseudogene	H3P45	HGNC:54473	NA	ENSG00000227211	-1	H3P45
X	102651092	102659083	protein_coding	GPRASP1	HGNC:24834	9737	ENSG00000198932	1	GPRASP1
HSCHR17_2_CTG2	144554	144820	misc_RNA			NA	ENSG00000273728	-1	Metazoa_SRP
7	107563484	107578523	protein_coding	DUS4L	HGNC:21517	11062	ENSG00000105865	1	DUS4L
X	102678707	102678813	snRNA	RNU6-589P	HGNC:47552	NA	ENSG00000252294	-1	RNU6-589P
X	102705784	102706240	processed_pseudogene	BEND7P1	HGNC:51362	NA	ENSG00000230320	1	BEND7P1
X	109341813	109342697	processed_pseudogene	GAPDHP77	HGNC:55049	NA	ENSG00000215000	1	GAPDHP77
X	109372906	109482086	protein_coding	GUCY2F	HGNC:4691	2986	ENSG00000101890	-1	GUCY2F
9	133349396	133349470	snoRNA	SNORD24	HGNC:10146	26820	ENSG00000206611	1	SNORD24
17	75897060	75900148	lncRNA			NA	ENSG00000267342	1	
9	133350095	133350168	snoRNA	SNORD36B	HGNC:10164	NA	ENSG00000200831	1	SNORD36B
11	66269832	66278525	lncRNA			NA	ENSG00000245156	-1	
9	133350456	133350528	snoRNA	SNORD36A	HGNC:10163	26815	ENSG00000199744	1	SNORD36A
9	133350847	133350912	snoRNA	SNORD36C	HGNC:10165	26813	ENSG00000252542	1	SNORD36C
17	75898644	75905093	protein_coding	MRPL38	HGNC:14033	64978	ENSG00000204316	-1	MRPL38
9	133351758	133356676	protein_coding	SURF1	HGNC:11474	6834	ENSG00000148290	-1	SURF1
11	66278175	66285301	protein_coding	CNIH2	HGNC:28744	254263	ENSG00000174871	1	CNIH2
HSCHR17_1_CTG5	1496402	1541763	protein_coding	LRRC37A3	HGNC:32427	374819	ENSG00000275621	1	LRRC37A3
10	49610310	49612720	protein_coding	SLC18A3	HGNC:10936	6572	ENSG00000187714	1	SLC18A3
1	179293714	179358680	protein_coding	SOAT1	HGNC:11177	6646	ENSG00000057252	1	SOAT1
10	37776526	37858106	protein_coding	ZNF248	HGNC:13041	57209	ENSG00000198105	-1	ZNF248
HSCHR15_1_CTG8	66547	79950	protein_coding	GOLGA8F	HGNC:32378	100132565	ENSG00000276896	1	GOLGA8F
X	109535781	109544698	protein_coding	NXT2	HGNC:18151	55916	ENSG00000101888	1	NXT2
22	20982269	20999032	protein_coding	LZTR1	HGNC:6742	8216	ENSG00000099949	1	LZTR1
20	30484925	30485076	rRNA			NA	ENSG00000275877	-1	5_8S_rRNA
20	30713240	30713346	snRNA			124904986	ENSG00000274385	-1	U6
20	53936777	54070594	protein_coding	BCAS1	HGNC:974	8537	ENSG00000064787	-1	BCAS1
11	66291894	66296664	protein_coding	TMEM151A	HGNC:28497	256472	ENSG00000179292	1	TMEM151A
HSCHR17_3_CTG4	55073	55669	lncRNA			NA	ENSG00000282753	-1	
HSCHR17_3_CTG4	48630	72790	lncRNA	SEPTIN9-DT	HGNC:52818	105371907	ENSG00000282649	-1	SEPTIN9-DT
19	35138824	35143109	protein_coding	FXYD1	HGNC:4025	5348	ENSG00000266964	1	FXYD1
HSCHR17_3_CTG4	71462	85796	protein_coding	SEPTIN9	HGNC:7323	10801	ENSG00000282302	1	SEPTIN9
11	66314494	66317044	protein_coding	CD248	HGNC:18219	57124	ENSG00000174807	-1	CD248
HSCHR15_1_CTG8	274599	278980	unprocessed_pseudogene	HERC2P11	HGNC:49882	NA	ENSG00000282090	-1	HERC2P11
9	133356550	133361158	protein_coding	SURF2	HGNC:11475	6835	ENSG00000148291	1	SURF2
11	66330241	66336840	protein_coding	RIN1	HGNC:18749	9610	ENSG00000174791	-1	RIN1
HSCHR15_1_CTG8	90726	92883	processed_pseudogene			NA	ENSG00000276143	1	
HSCHR15_1_CTG8	49782	53644	unprocessed_pseudogene			NA	ENSG00000275855	-1	
X	109568478	109570289	processed_pseudogene	MFN1P1	HGNC:55050	NA	ENSG00000233874	1	MFN1P1
HSCHR15_1_CTG8	34437	34603	processed_pseudogene			NA	ENSG00000282126	1	
7	130255902	130262770	processed_pseudogene			NA	ENSG00000270992	1	
X	109623700	109625172	protein_coding	KCNE5	HGNC:6241	23630	ENSG00000176076	-1	KCNE5
HSCHR15_1_CTG8	219191	232551	protein_coding	GOLGA8G	HGNC:25328	283768	ENSG00000273651	-1	GOLGA8G
HSCHR15_1_CTG8	219191	232551	protein_coding	GOLGA8G	HGNC:25328	100132565	ENSG00000273651	-1	GOLGA8G
17	75898645	75930129	protein_coding			NA	ENSG00000267426	-1	
7	130266863	130289798	protein_coding	CPA2	HGNC:2297	1358	ENSG00000158516	1	CPA2
X	109624244	109733403	protein_coding	ACSL4	HGNC:3571	2182	ENSG00000068366	-1	ACSL4
5	140360194	140375141	protein_coding	SLC4A9	HGNC:11035	83697	ENSG00000113073	1	SLC4A9
18	76834429	76834888	processed_pseudogene	RPL26P35	HGNC:36278	NA	ENSG00000244229	-1	RPL26P35
18	76840838	76841102	misc_RNA			NA	ENSG00000275355	-1	Metazoa_SRP
